predictors interp Dz Dt z_max normalisation metric linkage n_clusters CHindex
1 0 3 3 0 0 2 3 2 0.02292198748917876
0 1 2 2 0 0 2 0 1 0.481494434009302
1 0 0 1 2 1 3 2 4 0.725137750536576
0 1 1 1 1 0 1 5 1 0.7218282775759928
0 0 0 2 3 0 0 0 1 0.11006406468550625
0 1 2 2 1 0 2 1 5 0.6356353181838715
0 1 1 1 3 0 2 4 3 0.7192260688190024
0 1 1 0 2 1 0 2 0 0.28421644729219203
1 0 1 2 1 1 0 0 1 0.7140095885332691
0 1 0 2 3 0 1 5 5 0.6688689471919338
0 1 1 0 0 1 2 3 4 0.001322872110938166
1 0 0 1 0 1 0 2 5 0.6791239570310063
0 1 3 3 0 0 2 4 3 1.1185496756632265
0 0 2 0 0 1 2 0 3 0.8717761180695032
0 1 0 0 1 1 2 3 2 0.0006564085008031117
0 0 0 2 2 0 1 2 5 0.5479718766585214
0 0 2 2 2 1 2 4 2 0.7305916506757716
1 1 2 4 3 0 1 2 2 0.5797579957503397
1 1 2 2 0 0 1 0 1 0.7717692728648612
0 1 3 3 3 0 3 3 4 0.014458155474205361
0 0 1 1 0 0 1 3 3 0.02831569099267671
0 1 2 0 0 1 1 5 2 0.5781952474840387
1 0 1 2 0 1 0 5 2 0.5909545144466115
0 0 1 0 0 0 0 2 5 0.7396891053259007
0 1 1 1 0 0 1 5 2 0.7634115114901129
0 1 0 1 0 1 2 0 2 0.5178508617391658
0 1 2 2 2 0 1 5 3 0.6352116263142039
1 0 0 1 3 1 3 0 4 0.9817178223301487
0 1 1 0 2 0 2 2 5 0.6055736608174768
0 1 2 1 0 0 1 3 3 0.23435571898716775
1 1 1 2 3 0 0 0 2 0.18210414812182965
1 1 0 0 2 1 0 5 3 0.613231777550652
1 1 1 1 0 0 0 3 2 0.0013119064996791102
0 1 3 3 0 1 1 5 5 0.8061745861580414
1 1 3 3 3 1 2 4 4 1.174751278964128
0 0 1 2 1 1 2 2 5 0.6914761801113064
1 0 3 3 3 1 2 4 3 1.1472430189027893
0 1 0 0 3 1 3 5 5 0.6328935405748112
1 0 0 2 0 1 1 3 3 0.0009750479281352156
1 1 1 2 2 1 2 3 0 0.0007226677752433221
1 0 2 1 1 0 2 4 1 0.6453175039924133
1 1 1 2 1 0 1 0 5 0.637801168915893
1 1 0 0 2 0 1 0 0 0.26082957002400964
1 0 0 1 0 0 2 4 5 0.6574808236811183
1 0 0 2 2 1 2 4 0 0.9920160477672944
1 1 2 0 3 0 1 2 1 0.6519500540073198
1 1 2 0 1 1 1 3 3 0.0008450129263834474
1 1 1 2 2 1 2 5 4 0.8883852177810111
1 0 0 2 2 0 2 2 2 0.49990360406890555
0 1 1 1 3 0 2 5 5 0.6169494890212568
1 0 0 1 1 0 2 2 5 0.4985134354317247
1 1 1 1 0 1 2 2 0 0.7943872803337243
1 0 0 0 0 1 1 2 3 0.7447375799284676
1 1 0 1 1 0 1 2 5 0.685496124000757
1 1 0 0 3 0 2 2 4 0.6391442426751328
0 0 1 2 0 0 2 1 1 0.3633098057358018
1 0 2 0 3 0 3 2 5 0.5758817508728613
1 0 3 3 2 1 2 0 4 0.864126447086084
1 0 1 0 2 0 1 5 4 0.46096762468866964
1 0 0 2 1 0 3 0 5 0.5466543852375904
0 1 2 0 3 0 1 2 1 0.41115960355727044
0 1 1 4 0 1 2 0 4 0.4801890542530268
1 1 0 2 0 0 1 2 3 0.8715138856164977
0 1 3 3 1 0 2 3 1 0.04471400102277215
0 0 2 2 0 0 2 3 1 0.019769400601439894
1 1 2 2 1 1 2 4 0 0.7824747453589469
0 1 3 3 1 1 3 5 5 0.9552248211982537
0 1 0 0 1 1 2 3 0 0.0002384118043159011
0 1 0 0 0 1 0 3 4 0.0009199075967510497
1 0 0 0 1 1 1 5 4 0.8126008329880678
0 1 1 4 1 0 2 5 5 0.6481237925938904
0 0 2 1 0 0 2 0 2 0.6622097960618729
1 0 1 0 2 0 2 5 4 0.5211292682943516
1 1 1 1 3 0 3 0 3 0.6172102743438279
0 1 2 0 0 0 1 5 4 1.0716874245078671
0 1 0 4 0 1 2 4 0 0.6433334042328258
1 1 1 0 1 0 1 5 5 0.5891909335793672
0 1 0 0 0 1 0 0 1 0.7471109988747733
0 0 1 1 2 0 1 2 2 3.107826586553574
0 1 3 3 2 0 0 5 4 3.262849513024997
1 0 0 1 0 1 1 5 0 0.8420886239545162
0 0 2 1 2 1 3 2 4 0.4895228280837434
1 1 1 0 2 1 3 0 4 0.8378506952505875
0 0 2 0 3 0 2 2 1 0.42243542314383575
0 1 1 2 0 1 1 3 4 0.1452737313364572
1 0 0 0 0 0 2 4 1 0.7457310031579946
0 0 0 1 1 1 0 3 0 0.010860351681993636
0 0 3 3 0 1 2 4 4 1.1893064170750427
0 0 1 1 0 0 1 5 3 0.6738449892848337
0 0 0 0 1 1 2 1 4 0.4681447510322051
1 0 2 1 1 1 1 2 4 0.8293019720684943
0 1 1 4 2 1 2 0 0 0.2994554832254918
0 1 0 4 1 1 2 5 1 0.9776551283252951
0 1 0 1 1 1 2 1 5 0.6420045161164097
0 0 1 1 0 0 0 3 5 0.1263527150360432
1 1 0 4 1 1 2 4 2 0.922717678638546
1 1 1 0 3 0 2 2 2 0.6621674930670481
0 0 2 1 3 1 2 0 0 0.10184051200554459
1 0 0 0 2 0 3 2 1 0.5529167852973361
1 1 0 0 2 1 2 4 1 0.9349478349697454
0 1 3 3 2 0 1 0 4 2.320357674852888
0 0 1 1 0 1 2 2 3 0.7899205570316222
1 0 3 3 3 0 3 2 2 0.5083811951824485
1 1 2 2 3 1 1 0 5 1.1663910181372643
0 1 2 0 0 0 2 0 4 1.0340715111401788
1 0 2 1 0 0 2 3 5 0.0748176027210451
0 1 2 4 0 0 0 3 5 0.0012827893739067778
0 1 1 2 0 1 2 4 3 1.133978622083269
1 1 0 2 1 1 3 2 4 0.7966474647938251
1 1 0 0 0 1 3 3 1 0.00023808810010256124
1 0 1 1 3 1 0 3 1 0.008622134341451626
0 1 0 1 3 0 2 3 0 0.0003306534211830327
1 0 3 3 1 1 1 5 3 0.7446149025939455
0 0 0 2 3 1 1 2 0 0.7072774913557694
1 1 1 0 3 1 2 3 2 0.0001412651844742225
0 0 1 0 3 1 3 0 2 0.6268894781410297
1 0 0 2 0 1 2 1 4 0.830210486065769
0 1 0 1 0 1 0 0 3 0.6563433599665734
1 1 3 3 0 1 2 3 0 0.0029526709088427586
1 1 0 1 1 1 3 3 1 0.0003024333066369754
1 0 0 1 2 0 1 0 1 0.535178177327751
1 1 2 2 3 1 1 3 3 0.03060429785904953
1 0 0 1 1 1 0 0 0 0.24952871549675737
0 0 1 1 2 0 0 3 0 0.001273706876059764
1 0 3 3 2 0 1 0 1 0.7210700222415751
1 1 1 4 1 0 1 5 0 0.07230056977856468
1 1 0 4 2 0 1 5 2 0.5414731560821475
0 1 2 2 3 0 0 3 3 0.019726444219155374
0 0 2 1 1 1 2 5 2 0.6727588596072906
1 0 1 0 0 1 2 0 5 0.5470642316419725
0 0 3 3 3 0 1 2 4 0.6539452674515561
0 1 2 0 0 1 2 5 2 1.306868979779643
1 0 1 2 1 0 1 5 3 0.6187162102904666
0 0 1 2 3 0 3 3 2 0.018325033625643167
0 1 0 1 3 0 3 2 1 0.36016910483285397
0 1 1 0 0 1 2 3 0 0.002319259941168292
0 1 0 0 0 0 1 2 0 0.7645173030529748
0 1 1 1 2 1 3 2 2 0.7575079092587423
1 1 1 1 1 1 2 3 0 0.0006107004162164551
1 1 2 0 2 0 2 2 3 0.6679134340407118
1 1 2 1 1 1 0 3 3 0.01103146095609778
0 0 1 2 3 1 2 4 0 0.648028572185016
0 0 3 3 0 0 0 3 0 0.09485875099468385
1 0 0 1 1 1 1 2 0 0.6323760563283897
0 0 0 2 0 1 1 2 3 0.8855699901725391
1 1 0 4 1 1 0 3 5 0.0001837187023540271
1 0 1 2 2 0 3 3 0 0.0011645564191344513
0 1 2 4 2 1 3 3 0 0.0014428730213593567
0 1 1 4 2 1 3 3 0 0.0008206054203699469
0 0 1 2 3 0 3 3 5 0.010925261436236304
1 1 2 0 1 1 1 2 1 0.7199682163641847
0 0 1 0 3 1 3 2 4 0.6527168361498887
0 1 0 4 3 0 3 0 4 0.38930454171296663
1 0 0 0 1 0 2 0 4 0.6038313180401432
1 0 0 0 2 1 2 3 5 0.00010248903814859469
0 1 1 0 1 0 3 5 1 0.5418248788197052
0 0 1 1 3 1 1 0 5 0.5348755849576841
0 1 2 0 1 1 3 5 1 0.7567341292998843
1 0 2 0 2 1 2 5 3 0.3504733641694567
1 1 0 0 2 1 0 2 5 0.6807146255229991
1 1 3 3 1 0 1 5 5 0.6253610212388898
1 1 0 1 0 1 2 1 3 0.43425569280642
1 1 2 2 0 1 2 1 5 0.9621941740006446
0 1 2 2 2 0 1 2 1 0.5145403623136485
0 0 1 2 1 0 0 2 3 0.514367743384996
1 0 2 2 2 1 2 4 3 0.8990559629457825
0 0 0 1 2 1 2 1 1 0.15662833075239813
1 1 3 3 3 1 2 3 1 0.257252170079106
1 1 1 4 3 0 2 0 2 0.19129648335144983
1 0 1 1 0 0 2 5 3 0.4576258954051107
1 1 2 1 0 1 0 3 2 0.018365005079403335
0 1 0 2 3 1 0 3 1 0.016972676050928063
0 0 1 0 1 1 2 4 2 0.8103148827819346
0 1 0 0 3 0 3 5 5 0.48967670356910903
1 1 0 1 3 1 3 5 5 0.9094884828899654
1 1 0 2 1 1 0 0 0 0.2595885970859629
1 1 0 1 0 1 3 0 0 0.6085976603484894
0 0 1 2 0 0 0 3 0 0.0029138471033923734
1 0 2 0 2 0 0 2 1 0.4458142654166609
1 0 0 1 0 1 3 2 2 0.8380110152548307
0 1 0 0 3 1 3 5 4 0.7079690645047124
0 0 2 0 3 1 3 3 4 0.0009509771971292594
0 1 3 3 1 0 0 2 2 0.7680369969621548
0 1 0 4 2 0 0 3 1 0.0004946304683947357
1 0 2 1 2 0 0 5 1 0.48877302094893516
0 0 0 2 0 1 0 0 4 0.5810589646841442
0 0 2 1 1 0 1 3 4 0.09536911556669486
0 1 0 4 2 1 1 2 4 0.5428369373324449
0 1 0 4 3 0 1 0 3 0.4925992840480779
0 0 1 2 2 0 2 2 2 0.4880831902259522
1 1 1 0 3 1 1 5 4 0.9443521151166159
0 1 2 0 2 1 1 2 0 0.6102651302274622
1 0 3 3 0 1 3 0 5 0.9190131334811772
1 0 1 2 1 1 3 2 1 0.6525273172292154
0 1 0 2 0 0 2 0 2 0.8276768882593282
1 0 1 1 3 0 3 5 2 0.27803798350623316
1 0 0 0 0 0 3 5 1 0.5641746202061293
0 1 2 4 0 0 0 2 0 0.7467405029603363
0 0 2 2 3 0 1 0 5 0.4497662370290582
0 1 0 2 1 0 3 0 1 0.6288137167714204
0 1 1 1 3 0 3 2 0 0.43480479672894295
1 1 1 0 3 0 1 2 2 0.7388776838871329
1 1 2 0 1 1 3 5 3 0.9876913367545977
1 0 0 2 2 0 0 0 3 0.30946073974005256
1 1 1 1 2 0 3 0 3 0.6270183659395754
1 1 1 1 1 0 3 3 0 0.0007628760591380151
0 0 2 1 1 1 1 2 1 0.8882258646465496
0 0 1 1 3 1 0 5 2 0.5248667035250059
0 0 1 1 1 1 1 5 1 0.858804391944314
0 1 2 1 2 1 3 5 3 0.5249198050503846
0 0 2 0 2 0 0 2 1 0.57924603393631
0 0 1 2 0 0 0 0 0 0.6098464610058112
0 0 0 2 2 0 2 3 5 0.01307643584365476
1 0 3 3 1 1 2 5 5 0.8275635900242548
1 1 1 2 2 0 1 0 0 0.2865373122602615
1 1 2 2 0 0 2 3 0 0.004766159410268625
0 0 1 2 2 1 0 0 5 0.5092254442100969
1 0 1 2 3 1 2 5 4 0.7640994640848857
1 1 0 0 3 1 3 0 5 1.038705673004274
0 1 1 4 2 1 3 0 5 0.6354362708975477
0 1 1 0 1 0 2 3 2 0.00233893885413562
1 0 0 2 3 0 2 2 5 0.5127953192382676
0 1 2 2 1 1 1 2 0 0.5016719859028801
1 0 0 0 3 1 3 3 1 0.0001061317738985464
1 1 1 0 1 1 3 5 4 0.7212829544203345
1 0 2 1 1 0 3 3 3 0.0790915738884278
0 1 2 1 3 0 2 5 2 0.41092189400776297
1 1 2 2 3 0 2 0 0 0.20140439882884742
1 1 1 0 1 1 1 2 4 0.9980776688626731
0 0 2 1 1 0 3 0 4 0.577792329665998
1 0 2 2 1 0 2 4 0 0.5712425251857222
1 1 0 0 1 0 3 3 4 0.00015962546437350183
1 0 0 2 2 0 1 5 0 0.24515578598682755
0 1 1 0 3 0 0 2 0 0.0842997715952607
1 1 2 4 0 1 1 0 0 0.9489303861250689
0 1 2 2 1 0 2 3 0 0.08845855358880389
0 1 1 4 3 0 1 3 2 0.0002953888514629452
1 1 2 2 0 1 1 3 3 0.1103837581600812
1 1 2 4 0 1 2 3 4 0.0009654891304090307
1 1 2 1 1 0 2 1 3 0.38410812833279895
1 0 3 3 0 0 1 5 3 0.5957664718806323
0 1 0 2 1 0 2 1 0 0.5406298269980325
0 0 0 1 3 0 1 3 3 0.0003163724625755877
0 0 1 2 2 1 3 2 5 0.6834031243050608
1 1 2 0 1 1 3 5 1 0.700776908130039
0 1 1 2 1 1 2 4 5 0.9675624938968921
1 1 1 2 3 1 1 2 5 1.2206872887709805
0 1 0 2 3 1 0 5 3 0.6184743860753863
0 1 1 0 0 1 3 3 5 0.0011028827463656057
1 1 2 1 1 0 2 3 4 0.09047719966537104
0 1 2 2 0 1 2 0 0 0.7536901964221628
1 1 1 1 3 0 2 1 3 0.5843632861928313
0 1 0 0 1 1 0 3 4 0.0005916873113579867
1 0 2 1 0 1 0 0 4 0.7522473650997261
0 1 1 2 0 0 1 5 2 0.735128706438426
1 0 1 1 1 0 1 3 2 0.0017157878712879696
0 1 0 4 1 0 2 1 0 0.5385056739709696
0 1 0 4 0 0 1 5 5 0.7577682294150541
0 0 0 0 0 1 1 3 5 0.0010773900655538424
0 0 0 2 2 1 2 3 1 0.0016663371933469343
1 0 1 0 0 0 1 2 4 0.6116114360846163
1 0 2 2 3 0 1 5 2 0.5254335191274087
0 1 2 0 3 1 1 2 5 0.7946514686666823
0 0 0 0 0 1 0 3 0 0.000807633729316921
0 1 0 4 0 0 2 0 5 0.42477589048710196
0 1 2 1 3 1 3 5 3 0.8548664202149984
0 1 0 1 3 1 2 0 3 0.4489105817341761
1 1 0 0 3 0 3 2 5 0.6503833718743659
1 0 1 2 0 0 1 5 4 0.5836169396490728
0 0 2 0 0 0 2 2 2 0.708353730295318
0 0 2 2 2 0 1 0 5 0.5653746694573534
0 1 2 4 2 0 3 0 1 0.6363316827215229
1 0 2 2 0 0 2 0 4 0.4916613025315729
1 1 1 2 0 1 1 5 1 0.6574095529570856
0 0 2 0 0 1 2 0 4 0.8015334056313161
0 1 2 0 3 1 2 3 3 0.00035022988505887517
1 0 0 2 0 1 2 0 5 0.7119424815026002
1 1 1 4 0 1 0 2 1 0.906743009619832
0 0 1 2 1 1 0 5 2 0.617871028110682
1 0 2 2 3 1 2 1 4 0.6603875612409069
0 1 0 1 0 0 0 0 0 0.7689153326905496
0 0 2 1 3 1 0 5 4 0.5644634186919583
0 0 1 0 3 1 1 2 0 0.32776038361286525
0 0 2 1 2 0 3 2 2 0.541285571483491
1 0 2 1 0 0 3 2 4 0.6287196258513786
0 0 2 0 1 0 1 2 1 0.6237153399008425
0 0 1 2 3 0 1 2 3 0.5996032456817652
0 0 0 2 0 0 3 0 1 0.38018498890929175
0 0 1 1 1 0 2 4 2 0.7595346382204631
0 1 0 1 2 0 1 5 0 0.36742368266046255
0 0 1 0 3 0 2 0 4 0.3148718124614522
1 1 2 2 2 1 2 0 2 0.7926381220073145
1 0 0 2 0 1 3 5 3 0.9063768046501847
0 0 1 0 3 1 2 3 5 0.0003620857359564437
1 1 2 4 2 0 2 4 1 0.6422084975817726
0 0 0 2 1 0 2 1 2 0.3972466260582543
0 0 0 2 1 0 1 0 4 0.6177772711513303
1 1 0 4 2 0 1 2 5 0.6033841177624126
1 0 1 0 1 0 3 0 3 0.3236752474737618
1 1 2 0 3 1 0 0 2 1.2685091424094828
1 0 3 3 2 1 1 2 1 0.6970061170031414
1 0 0 1 0 0 2 4 3 0.7264248826712155
0 0 0 2 2 1 3 5 4 0.4809214683137485
1 0 2 2 1 1 1 3 3 0.06023959940033782
1 0 0 2 3 1 0 3 1 0.00027580827771548543
0 0 2 1 3 0 3 0 3 0.39252425219275383
0 0 3 3 3 1 0 3 2 0.016131996648042688
0 1 1 4 0 0 3 0 0 0.7568058490838602
1 1 2 0 3 0 3 3 3 0.0004887589905588465
1 0 0 2 0 0 3 3 2 0.001517290632280522
0 0 3 3 0 0 0 0 5 1.009001092872485
1 0 1 2 2 1 2 4 4 0.8891703257797339
0 1 0 2 1 1 3 5 3 0.9732400633245012
0 1 0 2 3 0 0 5 3 0.6375913212110041
1 1 0 1 0 1 2 1 0 0.47214548986416666
0 0 1 2 0 0 1 5 5 0.8065134465877347
1 0 1 0 3 0 1 2 2 0.5714084025008108
0 0 3 3 2 0 0 2 3 3.7268738584106993
1 0 1 2 0 1 2 2 5 0.7524531389063434
1 1 2 4 2 0 2 2 5 0.5351799245518964
1 1 1 1 3 1 2 2 3 1.4018078162541256
0 1 0 0 2 0 0 2 1 0.48086184535113163
0 1 0 4 0 1 2 0 3 0.4985511739935534
1 1 1 1 1 1 3 2 3 0.8841573132291474
0 1 1 2 1 1 3 5 5 0.49462897418503804
0 0 3 3 0 0 0 0 4 0.9636472389278947
1 1 0 2 0 1 2 5 1 0.505852592402004
1 1 2 0 3 0 2 5 4 0.7339297706214996
0 0 0 0 1 1 0 5 3 0.6849011380762196
0 1 1 0 1 1 0 0 4 0.429975702071245
1 1 1 4 1 1 1 0 3 1.0072252821612677
0 1 2 2 3 1 0 2 4 0.6237064688245888
0 1 1 0 0 0 0 0 1 0.6766302447760713
0 0 3 3 3 1 1 2 3 0.48055517235376033
1 0 0 0 1 0 2 1 5 0.389793378604865
1 1 0 1 2 0 3 0 2 0.4210019013223346
0 0 1 2 3 0 1 0 3 0.13361351698272764
0 0 1 2 2 1 1 3 3 0.003623357416683898
0 1 2 2 3 0 3 5 3 0.4337923962138156
1 1 1 1 3 1 2 1 2 1.30779197564113
0 0 2 0 0 1 2 0 4 0.8015334056313161
0 1 2 1 3 0 2 0 1 0.3662505346377633
0 0 1 2 0 0 3 5 4 0.8023678634452439
0 1 2 4 2 1 2 2 5 0.6558454184612871
1 1 1 2 3 1 0 3 2 0.006286832371487022
1 0 0 0 3 0 0 0 5 0.49180882659124664
1 0 1 2 2 0 2 2 0 0.4426869951482624
0 1 1 2 3 0 2 3 1 0.12511287216020675
1 0 1 0 0 1 0 0 1 0.7038811338980107
1 1 2 0 0 1 3 3 2 0.0010151457610605976
1 0 2 0 3 1 2 5 1 1.0056285095029591
0 1 1 0 1 0 2 2 3 0.7300205666356093
0 0 0 2 1 1 2 4 1 0.8343385058544703
1 0 0 1 0 1 0 3 3 0.0013981005476407418
0 0 2 1 1 1 2 0 1 0.5232602676727285
1 0 2 0 1 1 2 0 4 0.8057519647468041
0 1 1 0 2 1 2 1 3 0.4868487979738775
0 1 0 2 3 1 0 5 4 0.726926800960672
0 1 1 2 0 1 0 0 1 0.37008579780631023
1 0 2 2 1 0 3 5 2 0.48556183921583723
1 0 1 0 3 0 2 0 1 0.6856017304783618
1 1 3 3 0 0 1 5 2 0.48068339102304497
0 1 1 0 2 1 2 3 0 0.0014954991315588198
0 0 0 2 0 1 0 3 2 0.034584323735356824
1 0 1 0 1 1 2 0 1 0.8479072741727844
1 0 0 1 3 1 0 5 1 0.16933835975898495
1 0 2 2 0 1 1 0 0 0.6424502431185374
0 1 0 1 2 1 1 3 2 0.0014521975060438226
1 1 0 2 0 0 2 5 2 0.6118774201420786
0 1 2 1 0 0 2 0 0 0.8557447801244555
0 0 2 1 1 0 0 5 5 0.5348753249925318
1 1 1 0 3 0 0 3 3 0.00017460241643204436
1 0 1 1 1 1 2 0 0 0.22977655960045384
0 0 1 2 1 1 1 0 3 0.7805094053332371
0 0 1 1 0 0 1 5 4 0.7858543637714887
1 1 0 2 1 0 2 0 1 0.811935512129093
0 0 1 0 1 0 3 0 4 0.27214889053840424
1 0 0 0 3 1 0 0 5 0.9925718093463559
1 0 0 1 1 1 1 0 0 0.6223633842087909
0 1 1 2 2 1 1 0 3 0.7874490000908267
0 0 0 2 1 1 2 0 3 0.2842001691097943
0 0 1 2 0 1 1 5 0 0.14314407698202866
0 1 2 2 2 0 2 1 2 0.5827266384627786
0 1 3 3 1 1 1 3 1 0.0012539502240540977
1 0 2 0 1 1 0 2 3 0.8528693075166087
1 0 1 1 3 1 0 0 2 1.1083715556425884
0 1 0 1 0 1 2 0 1 0.7316799407961184
1 1 1 1 0 0 2 5 1 0.851008727341954
0 1 2 1 0 0 2 3 3 0.21327286570148238
1 1 2 4 1 1 3 2 3 0.7631378544164198
0 1 1 0 0 1 1 2 1 0.7883778572475576
1 1 2 1 1 1 1 3 2 0.10059499731292616
0 0 2 2 1 0 3 2 2 0.7435308885412079
0 1 1 2 0 1 3 2 0 0.6167361674141634
0 1 2 2 2 0 0 3 4 0.021709040927992147
0 1 1 0 0 0 1 5 3 0.8391644726124109
1 0 0 2 1 0 2 3 5 0.011286913814514276
1 0 2 0 2 1 0 2 2 0.7714451249450127
0 1 0 1 0 0 1 0 5 0.5499108026141584
0 1 2 0 1 0 1 2 4 0.8243580362802873
0 1 2 4 3 0 3 0 1 0.36322773757446575
1 1 3 3 3 1 1 5 3 0.9642505094086299
0 1 1 0 2 0 1 3 1 0.001324297173375128
0 1 2 2 2 0 3 2 0 0.4241684246123053
0 0 0 0 0 0 1 0 1 1.359930957116335
0 0 1 2 1 1 1 5 3 0.6161500546008619
1 1 0 2 1 1 1 2 3 0.7977460222192551
0 0 1 1 3 0 0 2 3 0.33199474587896
1 0 2 0 2 1 2 1 3 0.781199420437499
1 1 3 3 2 0 1 5 3 0.3083455694060743
0 0 2 1 3 1 3 0 2 0.5401868535360382
1 0 0 1 2 1 3 0 3 0.7087830487320222
0 0 1 0 2 0 3 2 5 0.48144032271026466
1 1 2 2 1 1 3 3 3 0.07752890036451665
1 1 2 0 1 0 3 3 3 0.01374963635644512
0 0 1 2 3 0 0 3 0 0.0011767464972039577
1 1 1 2 1 1 3 3 5 0.002092137996568168
1 1 0 0 1 1 1 2 4 0.8705480521695508
1 0 1 2 3 0 2 1 1 0.6548530166554827
1 1 3 3 2 0 0 2 0 0.35207694448420507
1 0 1 2 1 1 2 2 4 0.8994417149681826
1 0 1 1 2 1 2 0 0 0.1603725347890256
1 0 0 1 1 1 3 2 1 0.6117625972794819
0 0 2 0 3 0 3 5 5 0.5135208323419295
1 1 3 3 3 1 3 5 2 1.101604344838739
0 1 0 1 2 0 1 3 0 0.0004899827828132134
0 1 0 2 2 0 3 3 4 0.0017737929000621563
1 0 2 2 1 1 1 3 4 0.04832053382110088
0 1 1 4 3 1 1 0 0 0.11762622529873043
0 0 2 2 0 0 2 3 1 0.019769400601439894
0 0 2 0 3 1 3 2 5 0.5709088918604607
0 0 0 1 0 0 0 3 4 0.0033856467051055265
0 0 1 2 2 1 2 4 3 0.7940957846077167
1 1 3 3 0 1 2 3 4 0.07459684698202443
0 0 1 0 0 1 2 3 1 0.0007838007223154011
1 0 3 3 1 1 2 2 2 1.0055553010096197
0 0 1 2 0 1 1 3 2 0.002101789404351456
0 1 2 1 0 1 2 5 1 1.069465368813558
1 0 0 0 3 1 1 2 5 0.992826108382544
0 0 1 1 1 0 0 0 1 0.504350789616486
0 1 2 0 2 1 2 5 4 0.6043017177938332
0 0 2 0 3 0 2 0 4 0.46148354818225307
0 0 0 0 3 1 3 0 0 0.11589756356123856
0 0 0 1 3 1 0 0 4 0.5233367700871592
0 0 1 0 1 0 1 5 3 0.319374052393051
0 1 3 3 2 1 3 5 2 2.5874907612055122
1 0 0 0 3 0 3 3 1 0.00011513418968383826
1 1 0 4 0 0 2 5 0 0.5064675266121822
0 0 1 0 2 1 2 5 2 0.6507066840964048
0 1 1 1 2 1 1 0 3 0.5937825007164315
0 1 0 1 0 0 1 5 1 0.3052453137490077
1 0 2 0 1 1 0 3 4 0.0004735592051944734
1 0 2 2 3 0 2 2 4 0.49501319603138827
0 0 1 1 3 0 1 2 4 0.5385937722046603
0 1 0 0 0 1 3 3 0 0.0026315681639306823
1 0 1 2 1 0 2 0 4 0.5874754453533556
0 0 0 0 3 1 2 4 5 0.7719153634747395
0 0 2 0 1 0 3 0 4 0.5493735640049204
1 1 0 1 3 1 2 1 2 1.1914209322860507
0 1 2 2 2 0 0 0 3 0.3775136141592415
0 1 0 4 2 0 3 5 5 0.46705401085764037
1 1 1 1 0 1 2 2 0 0.7943872803337243
0 1 3 3 3 0 3 0 4 0.4819882670123424
0 0 2 1 3 1 0 3 0 0.0008729787537359267
1 1 1 1 1 0 0 0 4 0.5711081078371617
0 1 3 3 2 0 2 5 5 2.288097367860433
1 1 0 1 2 0 2 3 0 0.000332625974945632
0 1 3 3 1 1 3 5 4 0.615294838099531
1 0 2 1 0 0 3 3 0 0.40110004329635374
0 0 0 0 1 1 1 2 1 0.8309482211629753
0 1 3 3 2 1 2 2 0 1.166251469314391
1 0 1 2 2 0 2 2 1 0.3731162374344953
0 0 1 2 0 1 0 5 3 0.5249871105279429
0 0 1 1 3 0 3 5 3 0.3709926955193009
0 1 1 0 3 0 2 1 3 0.5066232909839908
0 0 1 2 3 1 2 4 4 0.7358610419356901
1 0 0 0 3 1 0 5 4 0.5635538332950013
0 1 0 1 0 1 2 2 4 0.9559558741397446
0 1 2 4 2 0 1 5 3 0.7125900182071626
1 1 0 4 1 0 3 0 0 0.379641810751049
1 0 1 1 3 0 2 5 5 0.4723310783990253
0 1 1 0 1 1 2 0 0 0.4854691362870395
1 0 1 1 0 0 0 0 3 0.549948913043536
0 0 1 2 2 1 3 0 0 0.23948769964211522
0 1 0 0 2 1 0 5 2 0.5360219189064466
0 1 3 3 0 1 0 2 3 1.052992458662523
0 0 1 2 1 0 0 0 0 0.46367729829763565
0 1 1 0 3 0 0 5 1 0.15449927598453797
1 0 0 0 1 1 3 3 5 0.0001415600723332604
0 1 0 2 3 1 1 3 5 0.001243033242271539
0 0 0 0 1 1 1 5 2 0.6809304157659165
1 0 2 2 2 1 2 1 2 0.7118649766035781
0 1 2 2 0 0 3 5 2 0.902494057462012
0 1 2 4 3 0 0 5 1 0.3857075354883198
1 1 0 0 2 0 2 2 0 0.09096542123506496
0 0 3 3 2 0 1 5 0 1.6437342838645337
0 0 0 1 0 1 2 0 5 0.7358948442058278
1 1 1 0 2 1 2 2 2 1.0731832475841852
1 0 1 1 1 1 2 3 5 0.0006997705728530626
1 1 0 4 2 0 3 3 0 0.00010254566330957696
0 1 1 1 1 0 3 5 0 0.16819532930321487
1 1 0 4 2 1 0 2 2 0.8218900517086768
0 0 0 2 2 1 0 5 3 0.44115340702247025
0 0 2 2 3 0 2 5 1 0.38478838560700496
1 0 2 2 0 0 0 3 2 0.005271467894479488
1 0 1 0 2 1 0 3 3 0.0002208835229251838
1 0 2 0 1 1 1 5 1 0.298939573593011
0 1 1 2 2 1 2 0 4 0.6457176342914134
1 0 2 1 2 0 2 5 0 0.23765191790471993
1 1 3 3 0 0 0 3 4 0.047257378120515656
1 0 2 2 1 1 2 4 1 0.7115264671044395
1 1 0 1 1 0 3 2 5 0.6321674774693696
0 0 2 0 2 1 3 3 1 0.001588698516559381
0 1 1 2 3 1 3 0 1 0.5363186829602229
1 0 1 1 3 0 3 5 1 0.2775107874107357
0 1 1 0 2 1 1 2 4 0.6611364511319379
1 1 2 1 3 0 1 0 0 0.18716410640428968
